category,quantity,consumption_rate,days_to_expiry,price_per_unit,stock_level,risk_label
Meat,56,14.44,20,253.13,56,Safe
Dairy,24,20.0,13,386.31,24,Safe
Seafood,29,18.86,20,283.67,29,Safe
Seafood,41,21.9,19,265.18,41,Safe
Seafood,167,6.1,16,315.28,167,Moderate Risk
Bakery,192,4.26,18,67.29,192,High Risk
Vegetables,32,23.56,23,51.78,32,Safe
Vegetables,130,12.27,6,436.07,130,Moderate Risk
Seafood,90,1.06,8,56.25,90,Moderate Risk
Dairy,23,18.73,5,472.45,23,Moderate Risk
Seafood,38,6.06,21,274.72,38,Safe
Bakery,99,4.29,22,232.03,99,Moderate Risk
Dairy,82,17.76,12,221.11,82,Safe
Seafood,118,2.68,6,42.19,118,Moderate Risk
Meat,57,24.82,29,276.3,57,Safe
Vegetables,42,4.45,22,61.18,42,Safe
Dairy,62,7.03,23,128.63,62,Safe
Seafood,134,23.95,24,74.82,134,Safe
Fruits,147,13.36,30,448.33,147,Safe
Seafood,38,14.69,19,207.91,38,Safe
Fruits,112,5.22,30,444.06,112,Moderate Risk
Meat,113,6.08,8,366.08,113,Moderate Risk
Vegetables,166,6.72,14,248.75,166,Moderate Risk
Seafood,157,9.04,23,139.88,157,Safe
Vegetables,28,19.17,16,204.66,28,Safe
Bakery,174,7.7,14,278.29,174,Moderate Risk
Vegetables,27,4.54,19,29.02,27,Safe
Seafood,115,18.25,22,150.86,115,Safe
Vegetables,35,3.83,21,412.98,35,Safe
Meat,135,12.75,9,218.97,135,Safe
Bakery,152,10.84,28,233.78,152,Safe
Vegetables,162,22.76,27,270.25,162,Safe
Fruits,158,17.32,11,305.04,158,Safe
Seafood,145,23.86,6,117.44,145,Moderate Risk
Vegetables,145,9.86,13,66.57,145,Safe
Vegetables,177,21.18,22,164.35,177,Safe
Meat,90,24.01,19,226.39,90,Safe
Vegetables,92,24.91,5,333.38,92,Moderate Risk
Vegetables,139,22.53,11,319.61,139,Safe
Meat,113,6.3,3,480.86,113,Moderate Risk
Fruits,132,23.15,3,395.12,132,Moderate Risk
Seafood,199,10.08,28,409.12,199,Safe
Vegetables,27,10.31,13,225.77,27,Safe
Meat,15,9.16,19,83.81,15,Safe
Meat,150,23.71,28,488.54,150,Safe
Vegetables,90,15.05,26,100.31,90,Safe
Vegetables,98,18.67,1,46.55,98,High Risk
Fruits,36,12.35,30,449.98,36,Safe
Vegetables,70,8.43,12,188.07,70,Safe
Meat,13,1.12,13,224.25,13,Safe
Fruits,27,4.4,5,372.42,27,Moderate Risk
Meat,68,22.16,13,250.41,68,Safe
Fruits,150,23.74,21,84.18,150,Safe
Meat,132,17.39,8,233.79,132,Safe
Fruits,9,7.68,28,459.81,9,Safe
Seafood,64,10.31,28,35.66,64,Safe
Meat,175,22.67,19,260.63,175,Safe
Seafood,173,21.12,29,196.81,173,Safe
Bakery,31,12.91,26,27.48,31,Safe
Meat,106,8.92,19,230.25,106,Safe
Meat,197,15.0,26,249.78,197,Safe
Dairy,98,22.24,28,370.13,98,Safe
Fruits,18,13.3,22,29.27,18,Safe
Fruits,10,14.55,15,73.57,10,Safe
Meat,85,11.73,7,466.91,85,Safe
Meat,170,11.62,10,230.47,170,Safe
Seafood,161,7.05,27,466.23,161,Moderate Risk
Fruits,8,10.31,22,139.43,8,Safe
Dairy,89,20.62,12,342.21,89,Safe
Dairy,155,8.2,4,308.38,155,Moderate Risk
Vegetables,11,8.86,18,394.2,11,Safe
Seafood,108,11.34,17,448.56,108,Safe
Dairy,147,6.0,3,418.27,147,Moderate Risk
Seafood,116,9.17,27,376.7,116,Safe
Seafood,14,1.62,10,471.44,14,Safe
Fruits,168,21.49,15,145.92,168,Safe
Bakery,78,15.07,25,111.01,78,Safe
Dairy,92,11.3,28,226.49,92,Safe
Seafood,176,19.49,27,43.83,176,Safe
Bakery,40,14.37,15,267.35,40,Safe
Fruits,63,11.11,4,290.54,63,Moderate Risk
Bakery,12,23.82,5,154.59,12,Moderate Risk
Bakery,149,5.96,5,489.26,149,Moderate Risk
Fruits,87,19.68,19,86.92,87,Safe
Seafood,85,23.84,8,182.0,85,Safe
Dairy,46,9.04,7,157.44,46,Safe
Seafood,52,5.66,9,73.34,52,Safe
Meat,69,19.11,11,302.78,69,Safe
Meat,183,21.59,13,135.89,183,Safe
Dairy,78,14.44,20,408.12,78,Safe
Dairy,68,12.67,4,190.6,68,Moderate Risk
Fruits,112,5.38,25,439.49,112,Moderate Risk
Seafood,189,20.25,5,415.53,189,Moderate Risk
Bakery,200,14.54,25,205.69,200,Safe
Fruits,192,16.87,6,227.38,192,Moderate Risk
Bakery,177,23.85,9,357.98,177,Safe
Meat,23,9.73,12,36.17,23,Safe
Fruits,127,6.92,25,201.88,127,Moderate Risk
Dairy,7,24.83,8,251.38,7,Safe
Bakery,140,13.21,19,50.89,140,Safe
Seafood,49,11.12,25,333.41,49,Safe
Dairy,119,20.48,25,195.28,119,Safe
Seafood,190,1.47,14,421.46,190,High Risk
Meat,60,16.57,27,492.52,60,Safe
Vegetables,42,11.88,1,122.08,42,High Risk
Seafood,181,2.63,30,249.97,181,High Risk
Seafood,96,12.31,15,325.66,96,Safe
Bakery,195,11.5,4,106.07,195,Moderate Risk
Fruits,43,18.24,12,115.95,43,Safe
Meat,118,22.5,10,302.6,118,Safe
Bakery,108,16.78,19,88.42,108,Safe
Dairy,152,5.03,7,77.17,152,Moderate Risk
Dairy,156,21.06,6,450.49,156,Moderate Risk
Meat,143,1.62,1,323.19,143,High Risk
Bakery,146,1.29,6,34.6,146,High Risk
Meat,185,12.25,23,477.75,185,Safe
Meat,138,10.75,2,488.39,138,High Risk
Bakery,26,14.54,20,223.71,26,Safe
Vegetables,13,19.11,8,408.81,13,Safe
Bakery,42,10.03,22,246.09,42,Safe
Fruits,136,2.13,17,292.73,136,High Risk
Vegetables,115,22.37,17,160.08,115,Safe
Bakery,104,21.48,23,425.7,104,Safe
Bakery,188,23.64,14,194.67,188,Safe
Seafood,192,4.88,2,339.47,192,High Risk
Meat,33,14.79,19,335.12,33,Safe
Dairy,6,16.07,20,179.81,6,Safe
Meat,101,4.73,8,168.9,101,Moderate Risk
Bakery,133,13.99,5,92.57,133,Moderate Risk
Seafood,84,2.95,30,426.73,84,Moderate Risk
Bakery,128,24.07,26,158.43,128,Safe
Bakery,111,6.33,6,285.04,111,Moderate Risk
Bakery,136,22.76,16,340.25,136,Safe
Meat,175,6.56,27,347.53,175,Moderate Risk
Bakery,46,23.27,4,224.27,46,Moderate Risk
Vegetables,124,10.16,24,396.15,124,Safe
Meat,99,15.14,6,261.06,99,Moderate Risk
Fruits,77,5.74,26,391.62,77,Safe
Seafood,147,23.03,20,12.52,147,Safe
Seafood,103,12.96,29,308.55,103,Safe
Fruits,95,9.81,19,446.87,95,Safe
Bakery,159,1.68,9,484.37,159,High Risk
Vegetables,17,18.62,25,13.99,17,Safe
Dairy,58,9.78,11,481.38,58,Safe
Seafood,18,9.33,25,355.41,18,Safe
Seafood,6,2.35,21,170.49,6,Safe
Vegetables,163,4.38,26,68.89,163,High Risk
Vegetables,180,2.57,1,63.86,180,High Risk
Vegetables,93,8.23,15,218.62,93,Safe
Dairy,48,16.42,7,440.97,48,Safe
Seafood,45,12.12,30,397.94,45,Safe
Fruits,129,23.71,23,393.29,129,Safe
Meat,86,12.95,2,338.02,86,High Risk
Bakery,147,17.87,7,57.77,147,Safe
Vegetables,143,14.81,18,89.89,143,Safe
Dairy,180,22.09,17,471.86,180,Safe
Seafood,27,22.53,13,473.85,27,Safe
Vegetables,44,10.09,21,183.83,44,Safe
Vegetables,170,19.06,22,167.34,170,Safe
Fruits,162,21.72,20,442.29,162,Safe
Seafood,124,14.55,8,348.44,124,Safe
Dairy,93,15.25,26,132.2,93,Safe
Seafood,131,14.61,12,306.85,131,Safe
Fruits,143,14.62,29,360.15,143,Safe
Seafood,92,11.19,14,215.7,92,Safe
Dairy,95,12.59,17,37.13,95,Safe
Vegetables,37,13.76,18,232.65,37,Safe
Seafood,22,23.12,26,378.91,22,Safe
Bakery,89,3.89,15,266.96,89,Moderate Risk
Bakery,7,12.53,22,404.3,7,Safe
Bakery,52,3.32,8,98.88,52,Safe
Dairy,103,17.54,24,403.93,103,Safe
Seafood,22,17.22,17,88.56,22,Safe
Dairy,185,13.05,7,143.99,185,Safe
Dairy,44,1.33,19,383.71,44,Safe
Dairy,50,5.88,4,184.78,50,Moderate Risk
Meat,111,21.95,2,250.17,111,High Risk
Vegetables,156,19.3,12,207.73,156,Safe
Dairy,44,3.48,4,347.76,44,Moderate Risk
Fruits,153,9.2,29,411.38,153,Safe
Bakery,169,18.35,27,460.27,169,Safe
Bakery,61,11.45,8,184.49,61,Safe
Vegetables,97,17.21,2,171.25,97,High Risk
Fruits,185,1.09,5,419.9,185,High Risk
Dairy,114,19.39,10,425.84,114,Safe
Vegetables,29,14.91,20,105.36,29,Safe
Fruits,65,2.76,13,363.16,65,Safe
Meat,135,17.07,21,390.59,135,Safe
Dairy,141,19.02,11,76.41,141,Safe
Meat,35,18.44,2,255.95,35,High Risk
Fruits,118,5.32,7,406.12,118,Moderate Risk
Meat,170,22.61,27,152.67,170,Safe
Vegetables,29,10.25,7,155.28,29,Safe
Vegetables,80,1.27,25,151.49,80,Safe
Dairy,143,23.83,10,338.87,143,Safe
Vegetables,79,2.97,19,396.81,79,Safe
Fruits,68,15.75,18,311.43,68,Safe
Meat,139,20.15,30,290.03,139,Safe
Seafood,160,22.17,23,89.27,160,Safe
Bakery,167,5.04,19,164.45,167,Moderate Risk
Meat,139,2.04,28,496.57,139,High Risk
Meat,102,21.96,27,300.58,102,Safe
Dairy,152,12.39,24,207.22,152,Safe
Seafood,103,10.5,21,399.26,103,Safe
Bakery,166,6.65,18,88.0,166,Moderate Risk
Seafood,44,11.3,7,118.68,44,Safe
Meat,62,12.53,16,237.72,62,Safe
Bakery,19,14.79,10,175.24,19,Safe
Dairy,132,16.67,26,140.72,132,Safe
Vegetables,108,19.69,23,327.69,108,Safe
Seafood,155,14.73,23,402.26,155,Safe
Bakery,19,3.04,10,293.91,19,Safe
Fruits,130,14.29,1,376.71,130,High Risk
Fruits,122,1.58,14,202.11,122,High Risk
Seafood,145,6.57,4,391.69,145,Moderate Risk
Seafood,53,4.59,4,23.16,53,Moderate Risk
Vegetables,8,12.36,18,293.77,8,Safe
Vegetables,188,24.25,6,372.66,188,Moderate Risk
Fruits,118,13.22,10,345.02,118,Safe
Fruits,82,12.11,28,339.13,82,Safe
Dairy,40,8.67,26,13.79,40,Safe
Fruits,107,14.08,19,263.79,107,Safe
Vegetables,113,23.38,18,273.79,113,Safe
Dairy,194,16.74,9,251.94,194,Safe
Meat,63,14.39,17,236.46,63,Safe
Vegetables,82,22.77,19,111.83,82,Safe
Bakery,81,8.63,24,351.9,81,Safe
Meat,135,20.68,30,225.25,135,Safe
Meat,118,3.37,3,427.33,118,Moderate Risk
Seafood,174,23.19,1,196.72,174,High Risk
Seafood,120,24.47,21,485.11,120,Safe
Seafood,53,13.24,5,437.23,53,Moderate Risk
Dairy,158,9.78,20,103.26,158,Safe
Meat,89,21.33,2,271.91,89,High Risk
Fruits,58,23.61,30,382.11,58,Safe
Dairy,125,19.45,3,441.76,125,Moderate Risk
Dairy,106,17.4,7,295.73,106,Safe
Seafood,128,15.49,14,269.42,128,Safe
Vegetables,26,19.18,29,209.67,26,Safe
Fruits,60,13.84,1,343.79,60,High Risk
Dairy,95,5.03,29,364.5,95,Moderate Risk
Meat,187,7.99,27,420.75,187,Moderate Risk
Dairy,121,16.05,10,335.71,121,Safe
Vegetables,31,14.17,10,288.91,31,Safe
Vegetables,110,16.43,24,79.35,110,Safe
Dairy,71,6.13,21,488.43,71,Safe
Dairy,60,10.2,6,281.09,60,Moderate Risk
Dairy,173,18.74,9,303.6,173,Safe
Fruits,55,3.02,21,23.69,55,Safe
Dairy,81,7.09,18,212.75,81,Moderate Risk
Vegetables,134,12.79,4,475.94,134,Moderate Risk
Seafood,44,18.81,1,254.27,44,High Risk
Seafood,146,7.24,20,479.28,146,Moderate Risk
Seafood,12,10.67,12,91.84,12,Safe
Dairy,130,5.95,25,317.34,130,Moderate Risk
Vegetables,167,5.09,28,304.61,167,Moderate Risk
Fruits,87,23.74,9,477.34,87,Safe
Dairy,11,24.9,5,258.91,11,Moderate Risk
Vegetables,9,9.57,26,424.82,9,Safe
Dairy,116,12.78,3,74.11,116,Moderate Risk
Dairy,184,19.11,2,270.82,184,High Risk
Dairy,26,21.06,18,177.13,26,Safe
Vegetables,70,19.42,12,251.37,70,Safe
Vegetables,95,22.82,6,57.65,95,Moderate Risk
Bakery,176,22.7,24,76.69,176,Safe
Fruits,76,11.68,23,135.85,76,Safe
Dairy,127,17.3,6,224.55,127,Moderate Risk
Fruits,37,17.43,1,330.73,37,High Risk
Dairy,130,16.97,25,389.81,130,Safe
Seafood,12,18.75,25,477.13,12,Safe
Vegetables,14,18.68,26,166.44,14,Safe
Fruits,135,11.97,2,376.1,135,High Risk
Bakery,195,19.17,15,277.63,195,Safe
Vegetables,117,19.27,22,403.54,117,Safe
Dairy,47,10.0,18,302.99,47,Safe
Bakery,189,21.51,4,193.29,189,Moderate Risk
Bakery,138,14.83,20,191.85,138,Safe
Bakery,102,21.59,4,153.52,102,Moderate Risk
Seafood,186,10.38,26,366.9,186,Safe
Dairy,181,6.86,10,30.14,181,Moderate Risk
Meat,159,17.32,2,192.4,159,High Risk
Vegetables,66,18.64,4,398.72,66,Moderate Risk
Dairy,24,5.75,1,28.01,24,High Risk
Dairy,166,14.4,9,295.93,166,Safe
Vegetables,65,19.4,2,106.49,65,High Risk
Bakery,8,20.88,14,389.79,8,Safe
Seafood,161,13.27,25,305.72,161,Safe
Meat,99,6.74,7,308.62,99,Moderate Risk
Dairy,145,21.25,7,164.75,145,Safe
Vegetables,180,1.88,6,195.95,180,High Risk
Seafood,160,8.28,26,159.05,160,Safe
Seafood,13,22.1,22,330.17,13,Safe
Vegetables,126,13.63,21,205.4,126,Safe
Vegetables,146,10.81,25,189.33,146,Safe
Dairy,159,9.97,2,295.33,159,High Risk
Bakery,33,7.46,23,288.96,33,Safe
Dairy,136,3.87,4,356.99,136,High Risk
Seafood,198,8.97,16,227.8,198,Safe
Bakery,186,6.67,4,161.05,186,Moderate Risk
Vegetables,7,2.18,30,107.33,7,Safe
Vegetables,20,20.46,27,201.91,20,Safe
Bakery,8,14.42,4,116.21,8,Moderate Risk
Meat,26,10.76,28,270.2,26,Safe
Vegetables,14,2.84,1,256.18,14,High Risk
Seafood,84,2.5,26,407.69,84,Moderate Risk
Bakery,57,17.83,11,171.57,57,Safe
Dairy,61,7.15,27,104.98,61,Safe
Seafood,188,3.28,2,463.91,188,High Risk
Fruits,122,14.2,22,323.44,122,Safe
Vegetables,74,8.29,28,83.72,74,Safe
Dairy,199,16.88,9,172.59,199,Safe
Meat,176,6.35,9,183.24,176,Moderate Risk
Fruits,28,18.18,23,331.46,28,Safe
Meat,156,10.84,2,470.17,156,High Risk
Vegetables,74,7.51,26,340.76,74,Safe
Seafood,86,12.13,30,270.21,86,Safe
Fruits,197,9.2,30,298.87,197,Safe
Vegetables,131,7.47,19,388.25,131,Moderate Risk
Dairy,40,9.98,13,173.55,40,Safe
Dairy,187,9.47,22,443.8,187,Safe
Dairy,11,1.1,15,430.73,11,Safe
Meat,23,2.76,30,56.67,23,Safe
Fruits,195,13.76,8,26.74,195,Safe
Fruits,67,4.0,21,77.72,67,Safe
Dairy,106,24.41,28,264.13,106,Safe
Fruits,170,12.69,9,165.13,170,Safe
Vegetables,7,9.26,4,298.71,7,Moderate Risk
Seafood,13,19.77,24,22.85,13,Safe
Dairy,39,24.84,4,168.74,39,Moderate Risk
Vegetables,133,24.25,4,184.48,133,Moderate Risk
Vegetables,112,20.71,27,314.87,112,Safe
Bakery,163,12.06,11,289.62,163,Safe
Bakery,52,11.07,1,307.61,52,High Risk
Seafood,183,1.41,6,187.69,183,High Risk
Bakery,159,19.1,4,161.25,159,Moderate Risk
Fruits,75,16.99,6,460.32,75,Moderate Risk
Fruits,33,17.02,17,31.35,33,Safe
Vegetables,158,10.88,30,457.86,158,Safe
Vegetables,162,19.97,26,222.39,162,Safe
Meat,131,23.79,21,222.32,131,Safe
Seafood,75,11.54,11,475.52,75,Safe
Fruits,51,13.24,18,434.1,51,Safe
Dairy,44,23.3,11,140.78,44,Safe
Meat,142,6.45,24,444.69,142,Moderate Risk
Fruits,30,18.68,24,305.63,30,Safe
Seafood,27,8.97,13,442.3,27,Safe
Dairy,184,15.1,5,48.12,184,Moderate Risk
Seafood,194,18.81,4,426.27,194,Moderate Risk
Fruits,83,9.27,14,477.99,83,Safe
Dairy,181,1.52,23,281.94,181,High Risk
Bakery,137,3.82,25,266.75,137,High Risk
Dairy,92,15.09,26,214.47,92,Safe
Dairy,13,11.82,17,424.34,13,Safe
Fruits,89,21.43,16,285.7,89,Safe
Vegetables,35,9.87,12,466.04,35,Safe
Dairy,153,7.53,4,292.78,153,Moderate Risk
Seafood,131,13.03,19,138.38,131,Safe
Vegetables,128,11.32,21,74.83,128,Safe
Dairy,37,3.34,9,102.22,37,Safe
Meat,114,11.03,2,298.85,114,High Risk
Meat,112,22.2,29,468.6,112,Safe
Seafood,77,12.54,11,209.74,77,Safe
Seafood,84,2.39,25,356.69,84,Moderate Risk
Meat,161,6.62,6,218.29,161,Moderate Risk
Dairy,173,5.77,11,313.53,173,Moderate Risk
Dairy,173,20.31,13,184.32,173,Safe
Vegetables,134,2.12,21,336.29,134,High Risk
Bakery,196,1.67,23,398.19,196,High Risk
Seafood,83,23.31,10,377.87,83,Safe
Vegetables,83,19.9,3,285.23,83,Moderate Risk
Seafood,95,23.91,9,135.48,95,Safe
Dairy,5,6.16,30,217.88,5,Safe
Dairy,153,12.27,12,162.97,153,Safe
Dairy,104,2.83,4,486.95,104,Moderate Risk
Dairy,52,5.51,22,444.48,52,Safe
Bakery,41,16.65,20,233.03,41,Safe
Fruits,106,9.52,14,422.41,106,Safe
Vegetables,40,15.36,30,116.5,40,Safe
Bakery,115,8.4,30,269.48,115,Safe
Bakery,69,16.85,22,215.24,69,Safe
Fruits,146,10.44,26,58.71,146,Safe
Meat,133,21.36,18,182.07,133,Safe
Fruits,174,24.3,7,387.21,174,Safe
Fruits,103,24.2,16,41.85,103,Safe
Bakery,74,6.65,15,486.85,74,Safe
Bakery,73,24.78,1,214.65,73,High Risk
Vegetables,166,1.12,4,468.36,166,High Risk
Vegetables,183,5.37,22,127.01,183,Moderate Risk
Vegetables,137,11.33,9,281.25,137,Safe
Fruits,115,17.73,27,464.74,115,Safe
Bakery,142,4.17,7,194.98,142,High Risk
Seafood,98,6.22,25,429.73,98,Moderate Risk
Meat,133,21.12,9,259.04,133,Safe
Dairy,154,7.93,16,315.34,154,Moderate Risk
Bakery,189,9.54,2,48.86,189,High Risk
Meat,181,17.27,13,63.15,181,Safe
Meat,143,23.01,15,82.77,143,Safe
Bakery,107,5.43,11,83.37,107,Moderate Risk
Meat,10,13.88,10,55.2,10,Safe
Meat,135,4.64,15,319.98,135,High Risk
Dairy,53,7.14,14,36.11,53,Safe
Bakery,95,3.86,25,331.92,95,Moderate Risk
Vegetables,188,1.52,17,89.79,188,High Risk
Fruits,49,17.64,22,420.28,49,Safe
Meat,151,9.93,1,307.44,151,High Risk
Vegetables,177,5.09,5,214.94,177,Moderate Risk
Seafood,140,24.93,24,202.23,140,Safe
Vegetables,181,4.9,4,449.27,181,High Risk
Dairy,139,2.15,5,398.7,139,High Risk
Fruits,38,1.45,24,234.28,38,Safe
Bakery,28,17.97,5,126.9,28,Moderate Risk
Dairy,186,15.24,22,456.18,186,Safe
Seafood,148,15.71,15,483.55,148,Safe
Bakery,194,17.06,4,288.24,194,Moderate Risk
Seafood,154,13.46,13,437.36,154,Safe
Bakery,26,3.49,5,38.8,26,Moderate Risk
Seafood,177,9.55,12,93.65,177,Safe
Seafood,189,22.41,10,230.74,189,Safe
Vegetables,118,22.7,19,246.86,118,Safe
Fruits,186,23.55,11,52.62,186,Safe
Bakery,51,17.69,27,112.11,51,Safe
Bakery,58,6.99,8,445.91,58,Safe
Bakery,50,6.48,10,480.09,50,Safe
Seafood,154,4.67,2,94.61,154,High Risk
Meat,61,9.98,28,244.48,61,Safe
Bakery,102,14.59,19,66.62,102,Safe
Fruits,79,17.21,7,281.14,79,Safe
Seafood,89,2.37,17,189.77,89,Moderate Risk
Vegetables,162,21.66,26,402.2,162,Safe
Seafood,22,24.73,29,480.39,22,Safe
Meat,185,23.16,23,190.56,185,Safe
Seafood,73,2.28,7,145.52,73,Safe
Fruits,116,9.0,28,102.89,116,Safe
Fruits,114,14.66,22,23.73,114,Safe
Meat,19,15.55,27,330.51,19,Safe
Meat,171,3.31,14,130.99,171,High Risk
Bakery,184,17.92,10,179.94,184,Safe
Bakery,120,3.21,11,243.7,120,Moderate Risk
Dairy,77,24.83,18,252.33,77,Safe
Fruits,179,1.09,18,337.85,179,High Risk
Dairy,59,18.36,27,277.61,59,Safe
Vegetables,114,4.74,16,155.99,114,Moderate Risk
Bakery,136,14.72,19,328.82,136,Safe
Vegetables,110,19.14,28,281.0,110,Safe
Meat,103,7.07,25,75.42,103,Moderate Risk
Meat,136,14.67,18,56.22,136,Safe
Meat,126,24.88,7,26.52,126,Safe
Dairy,193,15.19,3,110.73,193,Moderate Risk
Bakery,140,21.86,13,395.86,140,Safe
Seafood,51,21.05,29,249.04,51,Safe
Bakery,104,6.75,3,77.84,104,Moderate Risk
Meat,125,4.46,12,405.38,125,High Risk
Vegetables,57,13.31,19,419.71,57,Safe
Fruits,122,17.64,16,361.83,122,Safe
Dairy,140,15.28,2,289.78,140,High Risk
Dairy,95,11.49,22,250.73,95,Safe
Vegetables,18,9.82,8,456.85,18,Safe
Fruits,143,20.25,22,245.2,143,Safe
Vegetables,164,13.03,4,262.82,164,Moderate Risk
Bakery,198,11.57,16,20.14,198,Safe
Fruits,195,16.4,16,13.05,195,Safe
Meat,93,3.25,25,186.84,93,Moderate Risk
Vegetables,91,18.36,18,303.26,91,Safe
Vegetables,147,22.69,18,173.3,147,Safe
Fruits,141,24.83,10,371.49,141,Safe
Seafood,32,3.98,9,229.85,32,Safe
Seafood,6,8.71,17,141.07,6,Safe
Meat,125,2.84,5,249.8,125,High Risk
Fruits,86,8.28,11,255.58,86,Safe
Fruits,41,13.34,22,154.18,41,Safe
Dairy,166,14.3,11,84.15,166,Safe
Vegetables,58,15.64,15,164.84,58,Safe
Dairy,193,21.92,21,360.86,193,Safe
Dairy,187,19.18,2,173.75,187,High Risk
Meat,28,8.64,6,264.65,28,Moderate Risk
Fruits,66,2.97,28,328.85,66,Safe
Seafood,122,17.95,21,379.55,122,Safe
Seafood,39,4.5,2,202.17,39,High Risk
Dairy,86,11.41,22,15.34,86,Safe
Dairy,129,21.03,25,70.64,129,Safe
Dairy,41,1.68,27,485.54,41,Safe
Meat,72,18.41,13,342.95,72,Safe
Seafood,145,4.08,17,220.69,145,High Risk
Meat,51,11.89,3,383.7,51,Moderate Risk
Bakery,172,22.88,25,374.15,172,Safe
Meat,90,8.5,14,29.08,90,Safe
Seafood,103,14.37,9,296.87,103,Safe
Seafood,87,18.69,1,144.53,87,High Risk
Vegetables,197,16.37,29,67.09,197,Safe
Vegetables,141,14.3,14,184.97,141,Safe
Dairy,126,24.72,2,295.32,126,High Risk
Bakery,118,13.72,6,402.14,118,Moderate Risk
Seafood,175,4.23,28,152.41,175,High Risk
Seafood,144,8.58,7,246.67,144,Safe
Vegetables,149,19.64,27,173.06,149,Safe
Bakery,167,23.68,12,80.26,167,Safe
Vegetables,36,13.48,28,433.99,36,Safe
Seafood,168,21.06,18,424.69,168,Safe
Vegetables,197,18.55,27,413.64,197,Safe
Fruits,178,21.52,30,386.03,178,Safe
Bakery,145,12.44,3,437.52,145,Moderate Risk
Meat,128,7.61,19,207.87,128,Moderate Risk
Fruits,62,15.85,29,202.17,62,Safe
Fruits,39,18.97,13,422.05,39,Safe
Meat,175,17.51,14,388.7,175,Safe
Seafood,114,8.0,7,115.51,114,Safe
Meat,71,9.34,23,88.98,71,Safe
Bakery,142,6.94,27,43.27,142,Moderate Risk
Meat,141,12.98,19,220.7,141,Safe
Vegetables,58,4.15,14,316.46,58,Safe
Vegetables,67,13.35,21,331.33,67,Safe
Dairy,99,19.9,14,147.6,99,Safe
Bakery,19,11.27,14,221.96,19,Safe
Fruits,128,20.33,5,93.61,128,Moderate Risk
Dairy,93,15.77,13,31.84,93,Safe
Bakery,144,16.39,13,204.74,144,Safe
Dairy,112,20.18,4,407.62,112,Moderate Risk
Seafood,91,5.54,7,484.35,91,Moderate Risk
Seafood,199,24.37,11,218.7,199,Safe
Dairy,94,9.29,20,283.71,94,Safe
Bakery,165,23.45,29,57.86,165,Safe
Dairy,62,20.02,6,112.55,62,Moderate Risk
Vegetables,118,12.75,30,262.27,118,Safe
Bakery,86,5.34,29,179.69,86,Moderate Risk
Fruits,121,21.77,11,495.49,121,Safe
Seafood,44,2.29,15,157.3,44,Safe
Dairy,188,14.75,6,13.71,188,Moderate Risk
Seafood,110,9.79,24,58.85,110,Safe
Dairy,148,7.12,16,463.59,148,Moderate Risk
Meat,14,6.26,4,274.58,14,Moderate Risk
Dairy,33,8.69,26,445.61,33,Safe
Fruits,185,6.33,26,183.08,185,Moderate Risk
Fruits,129,8.2,13,30.82,129,Safe
Seafood,97,6.53,22,118.92,97,Moderate Risk
Meat,105,5.35,19,463.82,105,Moderate Risk
Dairy,192,23.71,4,140.27,192,Moderate Risk
Dairy,30,6.54,11,324.22,30,Safe
Bakery,64,19.28,3,123.35,64,Moderate Risk
Dairy,174,22.57,22,273.24,174,Safe
Vegetables,59,12.57,17,69.76,59,Safe
Dairy,104,3.57,8,336.71,104,Moderate Risk
Meat,33,10.24,2,318.26,33,High Risk
Fruits,182,19.48,8,59.74,182,Safe
Seafood,72,15.95,30,210.66,72,Safe
Meat,99,24.37,18,206.71,99,Safe
Vegetables,69,9.69,8,16.01,69,Safe
Fruits,76,4.18,4,490.44,76,Moderate Risk
Bakery,96,18.31,20,99.48,96,Safe
Dairy,43,23.85,23,203.13,43,Safe
Meat,17,17.37,17,183.69,17,Safe
Meat,146,21.89,3,299.63,146,Moderate Risk
Vegetables,44,21.09,23,212.79,44,Safe
Fruits,88,8.05,30,211.57,88,Safe
Meat,41,15.08,2,60.61,41,High Risk
Dairy,67,23.8,21,211.61,67,Safe
Meat,147,18.29,15,350.8,147,Safe
Seafood,81,1.68,29,148.04,81,Moderate Risk
Seafood,140,21.65,3,301.72,140,Moderate Risk
Dairy,134,5.05,14,398.02,134,Moderate Risk
Meat,10,24.83,16,338.6,10,Safe
Fruits,200,21.32,23,91.85,200,Safe
Dairy,76,13.28,21,135.82,76,Safe
Bakery,164,22.43,21,340.17,164,Safe
Seafood,85,24.16,22,285.39,85,Safe
Dairy,27,10.79,30,492.38,27,Safe
Seafood,55,11.79,13,442.17,55,Safe
Vegetables,85,17.31,1,175.87,85,High Risk
Dairy,147,14.82,5,394.16,147,Moderate Risk
Vegetables,71,8.01,30,450.88,71,Safe
Meat,198,14.99,23,431.29,198,Safe
Seafood,169,13.16,29,27.23,169,Safe
Dairy,107,21.86,2,163.14,107,High Risk
Dairy,171,11.87,10,364.44,171,Safe
Dairy,77,2.52,26,159.48,77,Safe
Dairy,117,5.69,25,234.03,117,Moderate Risk
Meat,35,14.25,24,392.74,35,Safe
Vegetables,191,19.88,8,338.65,191,Safe
Bakery,65,16.01,23,146.09,65,Safe
Fruits,145,9.34,24,213.12,145,Safe
Dairy,8,13.44,28,450.88,8,Safe
Meat,165,23.38,30,54.14,165,Safe
